,phases,ranking
228,Cu F O Pr,10.394251
3163,Ag Y,7.762288
1281,Cu La O Sr Tl,10.880954
4093,Ca Ir,7.542355
1084,B C Si,8.109308
86,Ba Bi K O,10.242081
2999,Fe Nb S Se,8.690495
927,Al B Li Pt,10.952818
2259,La P Pt,7.5952373
229,Bi Hf La O S,9.861586
1530,As Ba O Sb Ti,8.2711115
594,Ca Cl Cu Na O Zn,10.250432
2378,Pd Sn Y,9.147272
4064,P Pt,5.9689655
3027,C Ir U,6.2425
2990,As Sn,8.349642
244,Ba Cu O Tl,8.997725
691,Bi Ca Cu O Pr Sr,9.889608
2593,Ge Ni Y,8.512262
1089,Re Sc,6.1356263
3277,Fe Sc Zr,5.066644
835,Cl Cu O Pb Sr,9.25131
170,Ce Cu Gd O Ru Sb Sr,9.116789
3848,Al Ni Ta,10.00707
1057,Al Nb Y,7.519126
3387,As Cu O Sr Y,9.220681
3032,La Pb,4.674959
699,As Ca Fe Ir,10.765469
2547,Lu Pd Sn,8.919045
264,Ce Cu Gd O Pr,8.584997
4135,Ca Fe La O P,9.263488
1434,Sb Si V,7.389485
3546,Ca K Nb O,10.582581
47,Al Sn V,10.066002
1823,Ir Sb,3.6898143
4148,C Pb Ti,5.411734
564,Ba Cu O Sr Yb,10.6693535
304,Br C Cl La,9.107866
2458,Ca Cl Cu O Sm,8.978338
856,Ir Si Th,7.3039384
1257,Ba Ge Ni,8.704992
3403,Ga Mg,7.4727893
3430,Al C Cu Nb,9.611474
1762,As Eu Fe Rb,10.62095
3082,Ca La O Rh,9.905617
2926,Ni Pd Y,10.138467
2834,Ir Pd Pt,9.121725
461,Bi K,7.5885377
2480,C Sn Y,8.021719
3453,Co Ni V,10.357453
3037,Mo Nb Se,6.454163
91,Pa,5.155916
3537,Ba Cu O Sm Sr,10.319734
3746,Bi Ce Cu Gd O Sr,7.7206774
3083,Nb Pt Si,6.907787
1466,Mo Pr S,8.662483
1617,B Mo Si,8.578325
1282,P Pr Ru,5.7741146
258,Al Si V,9.035279
3994,Bi F La S Se,9.944357
238,Ba Cu O Pr Sr,10.081693
3584,Al Mo Y,7.5837483
2305,O V,9.110411
2522,Sn Ta,8.230831
1453,B Sc,7.284963
3564,Ir Lu Si Th,7.182892
2816,N Tb,5.535953
475,Co,6.89621
3915,Pt Sr,9.1466255
3572,Ba Bi Cu Hg O,7.9052687
4075,Cr Fe Se,7.3003035
344,Mo Nb Sn Zr,9.040452
145,Ce Cu Gd Hg O Sr V,8.955727
1590,Cu Nb O Sr Y,9.542528
232,Bi Ca Cu O Pb Sr V,10.178577
3850,Ba Cu Fe Gd H O,10.2833
480,As F Fe Nd Sr,10.065982
2280,Fe Ga V,7.9980955
1687,Al Ca Cu Ho O Pb Sr,10.294277
457,Cr Mo S Sn,8.88432
2160,Ca Cu Ge O Sr,9.367065
3988,As Eu Fe Ru,9.019366
3592,In Y,8.729804
138,Os P,6.2281933
2256,La Rh Sn,7.7951865
3417,Lu Os Si,6.3570414
4108,Ge Lu Os,6.543089
1699,In La,6.528198
3849,Au Bi,8.722267
185,Br C I Y,7.9242473
463,Ag Cu La O,8.870167
2445,B Zr,7.90636
1349,Bi F Pr S Sr,10.268529
295,Ce Cu O Pr Zn,8.5906515
3812,As Ca F Fe Pr,9.228389
729,B Er Rh Tm,6.6011744
2077,Ca Co F Fe,9.738818
2521,Be,4.3580465
1691,Ba Ga Si,6.9804077
358,Ca Cu Ga O Pb Sr Y,9.860222
4153,As Ba O Ti,9.852567
1948,Bi Pt Te,6.997385
869,Ir Os Rh,5.786102
1481,B Nb Ru,6.951941
82,C La Y,7.659964
4055,As Ir Sr,9.565266
2581,Bi Ca Cu Nd O Pb Sr Tb,10.182348
167,Ce Cu La Mo O Sr,8.842632
1104,C Tc,6.3934746
2145,C H K,9.295134
578,Al Os Ru,7.773779
3727,As Ba Co,8.739908
626,Hf Rh,6.3806796
2459,Ga Pu Rh,7.1592345
2478,Cu La Nd O Th,9.089201
936,B Ir Y,7.6523023
526,C Ni Sc Th,9.359288
3045,Mo Re Te,6.0885725
1178,Hf Nb Ti V,10.404017
817,C Na Rb,7.438475
1211,B Er Ru Th,6.4491615
3059,Ru Si Zr,6.7522864
39,Ge Rh Zr,7.120646
476,Mo Re,8.03958
1959,Al Zr,8.410979
131,Ca Cu Mo O Pr Sr,8.423116
1216,Lu Ni Si,9.269687
2954,Al Bi Ca Cu O Pb Sr Y,9.996951
580,Ba Ca Cu La O Yb,9.989386
2918,P,5.322655
396,B Nb Zr,6.5009003
1503,Ba Ca Cu Li O Tl,9.807644
2123,B Nb V,7.6511936
2983,C Pr Th,6.2497845
533,Mo Pd S Sn,8.780564
108,B Er Os,6.611198
1708,Rh Si Y,8.2625265
719,Bi Cu La O Sr,9.951222
2184,Os Si Tb,7.555566
734,Ba Nb O Sr,8.8821535
3552,Rh Si Ti,7.7587743
1671,Cl Hf Mg N,9.514928
277,C In Nb,7.47573
3452,C Tm,4.5645537
2254,Co Cu S,8.136696
4140,Hf Os P,7.4507256
440,As Fe Ir O Sm,11.56394
2538,Fe Mo S Sn,8.348041
1956,Ge Pd Pt Sr,9.813838
1624,Cr Zr,5.454234
2997,Ba Cu Gd O Ru,6.716535
2159,Ga Ho,6.004158
629,Cu Mo O Sm Sr,7.956233
2376,Cu Fe Se,5.938257
3679,Ba Bi Ce O Pb,8.9871855
2729,Ga Ni Zr,9.764907
475,Ce Cu La O Sr,9.291984
1523,B W,7.524222
813,C Mo,6.859652
2390,Rh Sn Yb,8.486729
465,C U Y,7.947766
3551,As Fe O Pr Te,11.193656
596,Ir Os Y,4.908595
2779,Pd Y,7.691197
2043,Ni O,8.72934
584,Ba Cu O Y Yb Zn,9.5489
4170,Ba Cu Gd O Ru Sr,10.597926
870,Ba Cu Fe H O Y,10.047394
2462,Lu Re,9.094551
410,Al B C Mg,8.991967
3825,Ce Cu O Pb Sr,7.1549315
2002,As Ca Ce Fe Sb,10.487936
3293,As Fe O Sc Sr,9.855104
554,Li Mo Se,7.136854
1213,As Cd Sn,9.1347475
4202,Bi Ca Cu O Sm,9.166276
2671,B Os Y,8.375976
290,Ce Cu La Nd O,8.847936
1524,Cu Dy F O Sr,10.918535
975,Bi F Nd O S Sm,11.016693
2546,Au Sb,5.997313
1798,Ba Cu O Ti Y,9.368151
4102,Th Zn,6.1652665
2913,Ce Cu Gd O Sr Ti,8.599562
298,B C Fe Ni Y,9.53663
3873,B La Rh,8.214713
178,Nd Sb Ti,5.277853
674,Ba Sb Sn,8.405359
3201,Al Ni Zr,10.208444
2426,S Tl V,9.144342
393,B C Er Ni Tb,10.738351
1569,Br Mo S,6.1331387
2142,Ge Pd Th,9.072906
615,Rh Sc Th,6.1843066
457,Dy Ir Si,7.7180605
859,Ba Co Cu Gd O,8.227129
631,As F Fe O Pr,10.128081
2991,Ba Ca Cu O S Sr Y,9.538154
2685,Al Mo Nb,7.104429
1962,B Co Tb,8.573907
3800,B Nb Sc,6.5771537
483,Bi Ir,6.990571
3326,Er Ga,6.8187313
2243,Ce Cu,6.8562136
4076,P Rh Zr,8.11987
267,Ca Cu Lu O Pb Sr,9.070398
212,Ba Cu Fe Gd O Pr,8.228226
326,Cu La O Y,9.344383
1493,Al Au Ga,10.057973
384,Ba Cu O Pr Y,8.387166
329,Cu Fe O Sr Y,8.9349165
1849,Ge H V,8.491273
3408,Al B,8.998607
2553,Ag Se Sn,8.052498
692,B Tm,7.309387
701,Ba Cu O Tl Zn,10.085732
433,Bi Ca Co Cu O Sr Y,10.373545
83,Mo S Sn Zn,8.646119
1406,Tc W,6.3132663
401,Ba Ca Cr Cu O Sr Y,9.351992
1094,Mo Nb,4.667507
1146,Al Au In,9.473611
3374,Hf Ni,8.987672
2929,H Ta,8.0973625
2914,Bi Ge Nb Sn,8.789909
1055,C Sr,6.41021
940,Be Pd,6.917897
1206,Au Tl,7.9534297
1912,Ga Ta,7.2723227
962,Pb Se Sn Ti,8.514034
3275,Pb Yb,6.1617312
349,Ce Cu Ho O Ru Sr,8.627422
2516,Cu Se,7.097909
3553,Ba Cu La O Ti Zn,10.889991
3750,Ag I,5.9679174
2698,B Ca Cu O Sr Y,9.834445
792,Cr Ga Nb,7.893556
4,Al Si,8.275799
1663,B Ce La Rh,7.920227
2710,Ir Rh S,7.581398
3321,Ho P Pd,6.5931087
169,Be Th U,3.7682457
498,Ba Cl Cu O Pb Ta,9.515528
3689,Al La V,10.126259
1657,Bi Dy Ni,8.525037
3936,Ge P,6.435466
422,Be Sc U,3.8644557
3514,As Os P Ti,9.263399
3260,Ce Ru Si U,6.8867407
593,B C Co Ho Ni,10.314834
2519,C Tb,6.130556
3479,Ca Co Rh Sn,9.714282
1702,Re Y,8.659767
160,Hf Nb S,6.694163
586,Eu Mo S Sn,7.6514907
1362,Ca Cu,8.083147
1143,Ir Sn Y,7.5954385
671,B C Dy Ni Y,9.959861
1140,Ba Cu O Y Zr,8.917794
2751,Ir Pd Te,7.7070446
2233,Os Rh,4.8737392
328,Ca Cu Hg O Sr Y,9.721127
1279,Pt Th,5.9744425
1630,B C Dy Lu Ni,10.509406
348,Fe Ti V,7.9118304
2154,Gd Ni Sm,9.484151
2745,K Te,5.967153
650,Ca Ge,8.811885
2701,B Mo Re,8.719784
2381,Ba Ca Cu O Pr,8.494425
4122,B Ce,7.817952
3654,Ge La Pt Sn,7.486452
2400,Ir Ru Zr,6.6629586
1291,Al Gd La,8.263822
2668,Au Ba Si,7.178166
1801,Ge Ir La,6.697652
4051,As Ca Fe O Tb,11.207664
948,As Fe O Sm U,11.34443
1839,C Nb W,5.3289375
2320,Mo Pb S Sn,7.542996
53,In Tl,8.322827
582,Ba Cu O Pr Y Yb,8.120905
2253,Ba C Cu Hg O Pb Sr,10.016836
586,Ca Cu O Pb Sr V Y,10.365117
3578,As Ga Nb Sn,9.605281
3247,Ce In Rh,8.659173
1992,Ag Te,4.522615
448,B C Ir La,8.796869
3330,B Gd,8.262121
737,Ba Cu La Ni O,10.7393
83,Al Ge Nb,8.574959
1441,As W,8.683524
2537,Bi Ce,7.7255096
2114,Cr P,6.199304
1833,Ga Nb Zn,7.770253
4005,Al Ba Sn,9.975904
1333,Ba Pt Si,7.40506
486,Cu F O Sr,11.092425
1367,C Mo Ru,6.9178414
285,H Na Pd,9.324031
3787,Ga Mn,7.304496
41,Ni P W,9.367293
3926,B C Er Lu Ni,10.464578
2814,Sb Zr,5.378815
95,Ba Cu Li O Y,9.74068
3164,B Co La N,7.542498
1335,La Ni P,9.930411
3383,Br K N Ti,9.02293
711,In Pd Zr,9.5937805
2674,Ca Ce,6.631496
3139,Fe Ge Ho,8.80301
2636,Cu Nb Ta,7.1088953
375,Eu Mo S W,8.484292
2179,Ge Lu Ru,8.165129
1035,B Os Tm,6.3102098
1452,Ce Ge Pr Pt,8.709291
291,Ce Mo Se,6.665173
2170,La Pr Sn,6.0967813
2420,As Co F Fe La O,10.119216
2865,O Re Ti,10.938988
2576,Sm,6.4399457
1337,B La N Pt,8.543471
3786,B Ir Mo,7.2009263
2995,Al Ba Ge,8.622625
220,La Sn,5.292339
2869,Rh Te,6.456063
281,Ce Cu O Sm,8.654779
1460,Cr Fe K Se,7.888888
548,B Ba Cu O Sr Y,9.939237
2451,Bi Os,5.8215227
2249,P Zr,7.4024863
613,Ce Cu Eu Ga O Sr,8.577141
2473,Cu Sn Ti,9.304722
367,Pb Ta,5.523975
2274,Bi La Ni O,8.8188095
2138,B Mg Mn,8.500705
2245,Ce Pb,5.8711615
1175,Mo Nb Pd,7.2113876
1744,As Ba Fe K Ru,9.975854
98,Bi Rh,7.8643837
466,Ag Bi Pb Se,6.672449
292,Mo Pr Se,7.134134
3677,La Mo Pb S,7.7410955
481,As Ce F Fe O Sb,9.988383
2811,C Mo Pt,5.8991113
2608,Pb Te,4.277809
712,B Nd Ru Th,7.5274963
1870,Ag O Pb,9.127824
1694,Ba Ca Cu O Tm,8.664237
504,Bi Ca Cu Na O Sr,9.884296
1229,H Mo Nb Pd,9.73724
86,Ag La Sn,6.889362
2228,Ho Pd Sn Y,8.924536
2888,Pb Rh,5.5599194
111,C Cu O Sr Y,9.30114
1821,Mg Pt Si,6.0930305
568,Bi Ca Cu Eu La O,8.574893
500,Ba Cu Hg Mo O,7.6552205
3513,Fe Ge,9.610802
2845,Fe Se Yb,7.0840526
2629,Bi Ni Pr,9.157823
3194,Ca Fe Se,7.4293923
2767,Bi Ce Cu Ho O Sr,7.922262
3190,Ni Si Ta,8.394491
2014,Fe Li P,7.876018
1926,Mo Te,4.7887444
3322,Cs Mo Se,6.553009
3874,As In Te,7.831765
2817,Pb Se Ti,6.192404
1506,Ga Ir,6.994976
555,Lu Mo S Sn,8.00261
1521,La Se,6.5411134
2374,As Fe Gd Ir O,11.333354
2419,In Sc,5.3580155
827,Ca Cl Cu Eu O,9.75236
372,Ba Cr Cu Eu O,8.505078
2766,O Re,10.478282
564,Bi Ca Cu La Nd O,9.105145
343,As Co Fe Nd O,11.291996
1502,C In Zr,8.269244
3837,Nb Sb Ti,6.58821
3235,Ba Cu Ga O Pr,8.047377
242,Ga Ti,7.0275764
603,Au In Tm,7.5117364
1347,Ba C Cu N O Sr Tl,9.447162
709,Ge Pd,8.671003
831,Pd Sb Sc,6.7397027
0,Ni,8.673162
1499,Co Fe U,9.172312
1475,Hg Pt,6.4040537
428,C Rh U,6.43805
34,Bi Pd Pt,10.202544
2130,La Ru Si Tm,6.568477
1901,As F La Ni O,11.10722
351,Ge Ir Rh,8.370614
1311,Ce Co In La,8.812202
910,Ni U,8.10152
4185,Cu Na O Sr,9.074542
3200,B Br C La,8.342768
349,Ba Ce Cu Gd O,6.25763
243,Ba Cu O Pb Tl,8.624729
1644,Bi Nb Se,6.6327324
284,Hg Zr,4.8995404
751,B P Ru Zr,8.441552
4181,Ga Nb Pb Sn,8.573654
3925,Pd Sb Te,7.504092
2804,Cl Li N Ti,10.156764
3783,La S Y,8.516013
1575,Br N Ti,8.125883
3554,Au Pt U,7.4139533
436,B Rh Tm Y,8.876046
2883,Cu Y,6.809489
2726,In Sb Te,7.8319626
3070,P Ru Zr,7.790842
2849,Pb S Ti,7.6801906
1484,Cd Hg,6.8307476
653,Os W,4.790161
4128,Cu Ho O Sr,8.690105
3231,Ba Ge Ir,6.5965343
134,Au In,8.161749
1240,B Li Pd,9.881753
3332,C Pt W,6.1297264
449,H Th Zr,9.829661
38,Ce Co Cu Eu O Sr,9.329326
3556,Be Si,6.388473
3236,Er Ir Lu Si,8.020956
1091,Pd Ti,8.894037
2619,Fe Si V,8.082094
610,Ca Cu Ga O Sr Yb,10.237865
2383,B Ce Ru,7.479337
992,Fe Se Te Zn,7.739651
1264,B N,7.283881
11,Al Co Ti,9.635284
4029,Cu Gd Nb O Sr,7.806181
282,Ce Cu Gd O Pb Sr Tl,8.9948015
352,B Ba Cu O Pr,8.643515
23,La Sb Ti,5.3502703
109,H Mn O S Ta,10.358562
2199,Bi Ti,7.5121455
515,As Ce Fe O,11.080196
1908,Ba Ca Cu Dy La O,9.415824
1668,Ba Co Cu La O,8.696581
226,Fe O Se Te,8.585982
1983,B Ru Th Y,7.8724823
3318,Pd Si V,8.061688
3428,Co La O Sr,9.423586
1221,B Nb O,9.673682
116,Hf Re,7.380633
2904,Ba Ca Cu La O Tl,10.674362
1363,Bi O Pr S,10.418012
5,Al Ga V,9.663076
438,Pb S Ta,7.3049307
1920,Pr Ru Zn,6.546738
592,Ce Co Cu Eu O Ru Sr,9.072514
4061,Pb Se,6.1420164
311,Th Y,7.2618117
175,Gd Th,5.210229
1642,La Lu Tb,6.098967
43,Ce Ga Ni,8.95074
1346,Ca O Ti Y,10.579953
3732,B Co La Si,8.6759615
527,Ba Ca Ce Cu Lu O,8.826827
298,Ag B Mg,8.561032
625,Ba Ce Cu Eu La O Sr,10.243392
1258,As Ba Cr Fe,8.453842
2846,B C Mo Rh,8.363405
3674,B Mg Sn,9.183337
2411,La O Rh Sr,10.41844
585,Ba Cu Hg Nd O,8.42766
3142,Bi Cu Mg,6.8028903
2941,Fe La P,4.7546725
71,Al Rh U,8.115581
1750,Hf W,5.6878767
282,C Mo Ta,7.796101
577,Cl N Na Zr,8.621654
1525,Co Ru,6.3497143
3461,Fe,7.711814
852,C Dy,5.8293333
2301,Al Np Pd,10.001554
1141,Bi Ca Cu F O Pb Sr,10.509977
440,Ba Cu Ga O Y Zn,10.218885
3143,B La Rh Y,8.582313
789,Ba Cu La Nb O Pr,8.597192
3984,Ir Si Yb,8.242354
3938,Eu Ga Si,7.5220327
3985,Ba Co Cu Nd O,8.905926
1538,As Ca Ce Fe,10.993118
704,Ge La Ni,9.500096
460,Nb Pd Se,6.6789103
4175,Pb Pd U,5.8663034
2570,Ga Tb,6.6643257
688,Ce In Ir Sn,7.908138
3448,Ge H Nb,6.0684967
1573,Ce Cu Ge O Sr Y,9.3055
1724,Fe K Se Tl,8.079671
197,In Te,6.3514333
3975,Bi Sc,6.2903543
1358,Ce Cu La O,7.995056
3433,Ca Pb Rh,6.8088093
3498,B Ir La N,7.9432745
56,Be Ru,4.97317
222,As Ca Co Fe,11.675317
3056,B C Pr Rh,8.622073
2945,Bi Co O S,10.6462345
1134,Ru Se,5.0943203
103,Nb V,5.9891787
256,Ba Cu Ga Gd O,7.682049
1267,B Ru Tm,6.331951
3724,Er Pb Pd,6.6884456
3294,Ba P Ru,8.017456
3705,Ba Bi Cu La O,8.594662
2511,La Pt,8.034861
1451,Hg Li,7.9354897
345,Pt Sb,3.6498032
598,Cu Eu Ni O Ru Sr,10.917077
1537,Ge Pt Y,8.254409
428,H Nb Ti,8.698448
333,Al Ge Rb,9.395899
1837,Ge Sb V,7.324043
3557,B Co Fe La,9.728766
392,Ce Cu Nd Ni O,9.112668
2720,Cu Rh S,8.519201
82,Ge La Pt,8.305729
819,Ge Ir Sc,6.3506675
3489,Fe Te Tl,7.3053994
2192,Ba Cu O S Y,8.847274
932,Ba Ca Cu Hg O Re Sr,9.82826
55,Ba Cu Hg La O,8.960532
2122,Fe La Rh,7.305301
341,Ga Nb,6.51633
3462,Cr Pd Sb,8.640235
395,Ba C Ca Cu Nd O Sr,11.17531
2980,Bi F O S Yb,10.578936
270,Al Lu Rh U,8.473097
2442,Ir Ti,7.31399
3843,Ba Cu Na O Ti,7.9865656
1444,Ga In V,8.925099
3866,Ho Pd Sn,8.354546
2549,Ba Br Cu O Y,9.202916
982,Cu Mo O Sr Tb,8.522446
2790,N Pt,6.4103694
1321,Ce Cu Gd Mn O Ru Sr,8.709573
511,B C Er Ni Pt,11.094407
1395,C Cu La Ni,10.2499
3711,C Cs Hg,6.3816347
527,Ca Cu Nd O Pb Sr,8.987095
3893,As Ca Fe Pt Yb,10.911794
1733,Co Ge,9.436584
2563,Pb Sr,6.0370574
2084,Ho,5.117333
2133,As Ba Pd,9.961794
3057,Al B Li Pd,11.155512
1328,B C Mo Ta,8.23721
791,Nb Pt,6.2379613
3655,O Pb,9.385055
985,B Ru Yb,7.780711
4121,Pd Sn Tb,8.87451
1924,Hf In Pd,9.427689
1117,Ce Cu Ni O Pr,8.5912285
1245,Ce Cu O Sm Y,8.843762
173,N Ta Zr,8.20195
471,Fe S Se Te,8.707779
162,Fe Li Se Te,6.875606
2942,Au Na,7.1388206
757,Fe Ga Pu,8.205735
3419,Dy Ge Ru,6.9478803
3720,As Ir,8.625799
1685,Er Ir Sn,5.6997595
2211,Br Ca Cl Cu Na O,9.067768
1665,Cu Gd Ir O Ru Sr,9.494408
263,Ce Cu Ho Nd O Pb Sr,8.822149
1074,Li Mg,7.512601
534,Ir Mo S Sn,7.168903
1028,Cu Zr,8.511064
2818,H Zr,9.71244
3549,K Mo Se,6.7191124
1249,Cu Se Te,7.7491984
894,C Ca Cu O,8.227213
3043,C Cs H N Na,9.368856
367,As Co Fe Na,10.745182
517,Cu Fe Lu Si,8.563576
3670,Zn Zr,7.0381293
85,Ba Cu O Y Zn,9.188425
4197,Ca Pt Sn,9.01888
2275,B C La Nd Pt,8.962218
1031,Co Cu O Sr Y,9.6474
3171,La Sb Zn,6.4024324
3210,Al In Nb,8.519421
3187,Cu In,7.880445
2716,Mo Sb,6.2985888
3511,Cs F O W,10.573685
1080,As F Fe La O P,10.702333
2472,Co Lu,8.1134615
2477,As F Fe Mn Nd O,10.284686
4113,Al Si U,7.996822
1413,La Pd,8.340163
3398,B C Lu Ni Sc,10.52351
2331,Ga Th,6.003366
2943,Fe Mn U,6.244189
562,Bi Ca Cu La O Pr,9.428131
795,Ce Cu Ge Si,8.677861
845,La Sn Tl,8.533954
3334,Al Rh Y,8.166532
1915,As Dy F Fe La O,9.733766
550,Ce Mo S Sn,7.7493987
1599,Pd Sb,7.461154
2610,As Ca Fe Pt Tb,10.827915
3793,Ba,5.2774115
3527,Cu H O Pb Sr,10.382372
2896,Ti U,5.56029
3696,Pr Rh Sn,8.388035
715,Br Hf Li N,9.302994
2180,Al Sc,7.8180823
105,Fe Se Te,6.73992
2112,Cu K La O,9.391906
3532,As H Ni O Pr,10.67355
356,Cu La Ni O Sr Zn,11.802727
2665,B Re W,9.53778
1655,Be Ni,8.170022
257,Al Ba Cu Er O,9.642406
1032,Ca Cu O Y,9.547025
3714,Al Pd Si,8.967277
146,Ce Cu Gd Hg Mo O Sr,7.4236717
2057,La Si V,7.376573
2652,K S V,7.8245754
592,B Dy Rh,7.6748104
3972,Os Sc Sn,6.559526
2492,As Co Fe Mg O Sr Ti,10.646841
1752,Ir Re,8.100691
2974,Ce Cu Nd O Tb,9.122359
1354,Ba Cu Mo O Sr Y,9.840838
3429,Ba Ce Ni O Pb,7.329015
3160,F K O W,10.634348
4081,Ba Ca Cu La O P,9.058582
1785,Ca Ga Si,8.529464
3068,As Fe O P Sm,11.484321
3509,Rh Sn Tm Y,9.124474
2416,C La Ni,10.058347
255,In Mo Se,7.053101
2270,K Nb S,7.312128
1661,O Ti,8.903805
1890,Sn Th,7.176053
4094,Bi La O S Sr,10.6526165
2388,Nb Pb,5.4773836
422,Ce Pt Ru,4.520471
2124,Cd Ce In Ir,7.579497
4088,Bi Cu O Sr Tm,8.459632
140,Cu O Re Sr Tm,8.440911
1656,B Y,8.893222
2682,B Cr Mg,8.62176
2612,Mo Nb Ti,5.6689706
2646,Rh U,6.409365
1380,As La Ni O,10.583905
3073,C Cs Li,7.348062
2566,Mn Ni,9.032526
2621,C N Nb V,8.617312
629,Al Mo S Sn,9.068178
2495,S Sr Ta,8.445622
235,In Mo S Sn,9.243048
4160,Nd P Pd,5.8928638
502,Ba Be Ca Cu O Tl,9.874077
3109,As Au,9.353836
2080,Ce Cu Mo Nd O Sr,8.823135
2078,Os Ru,3.1054673
3684,Eu Ru Sb,5.153559
822,Ba Cu O Pr Yb,8.0942955
1151,Ag Pd Th,8.217308
3237,Co La,6.2586303
3524,B Mo Ti,6.2832956
3948,O Tl W,8.729054
464,B C Lu Ni,10.617227
804,Ga Si V,8.222297
170,Ba O Sb Sn Ti,9.633957
913,Cu Ga La O Sr,10.701207
2121,Ca Cu O Pb Sr Tl,10.39501
1898,C Ce Ni,8.763427
3357,C Cu Nb S,8.41291
4143,Pb Pt Te,4.7716236
2349,Ga Re V,8.058339
875,Al Ba Ca Cu O Y,9.799726
2150,Ba Ca Sn,8.447521
1201,B Ce Pt,7.6048026
633,Cu O Pr,8.777638
26,Cu O Ru Sr Y,9.471347
1364,F Li O Rb W,10.532052
341,Pb Rh Yb,5.8254213
3393,B C La Rh,8.524332
102,Cu O Sr W Y,9.67954
2054,Al U,7.155881
995,Pb Sb,6.438469
3244,Dy Ru Si,6.4605236
22,C Ga Ni,9.589131
575,Ca Ce Cu O Pb Sr Tl,9.980126
1361,B Rh,8.156195
254,La Os Pr Sb,6.423595
1421,Si Y,8.297468
4139,As Rh Ru,8.454753
32,Os V,6.052733
1504,B Mg Sc,8.160741
3,Os Sn Tm,5.9736524
362,Er Mo Se,6.3665175
111,H O S Ta Y,10.398761
3389,Mo Se Y,7.641051
2760,Ba Cu Eu O Sr,10.561867
833,Nb W,5.9968424
3499,Ba Ca Cu O Sr Tl,10.983586
664,As Fe O Pr Sr,10.712475
2910,As Ba Fe Nd,9.219508
2238,Ce Pt Si,7.486279
112,Ba Cu La O Zn,10.199328
205,Ba Cu O Re Y,8.644845
3446,Ba Ca Cu Hg Mn O,8.795237
140,B Mg Zn,9.228548
61,As Ba Co Fe Zn,9.845412
3799,B Ba Cu O Sm,8.803095
1520,As Ru,8.108793
3365,Ba C Ca Cu N O Y,8.038333
666,Al Ga Nb,9.018079
619,Bi Ca Cd Cu O Sr Y,9.890776
487,Cl H N Yb Zr,9.7281275
986,Bi Mg,7.360073
1578,Hf V Zr,8.54224
3233,Al Nd Rh,8.480388
58,Ca Cu La O,8.189069
3123,Si V Zr,7.92832
1374,Pr Rh Si,7.849506
3840,Nb S Se,7.6759295
3566,Ce In La Rh,8.526366
203,Ba Cu Hg O,8.141795
3698,Ca Ga,7.4666905
1180,As In Nb Sn,9.818179
1232,Ag Bi,7.251155
3328,Ba Co Cu Nd O Ti,9.510457
2466,Cl N Rb Ti,9.720795
3101,As Ba Fe Pt,10.115647
506,Rh Ru Si Zr,7.2154274
500,Bi Br Ca Cu O Sr,9.086222
2120,Dy Fe P,5.3245645
605,Ba Bi K O Tl,10.182674
2016,Rh Si Th,7.357243
368,Ce Cu Eu Fe Nb O Sr,7.7276945
2431,Bi Pt,7.74329
2489,As Fe Nd O Rh,11.462104
3015,La Sb,4.383803
1159,Al Re,8.557613
952,Ba Cu Nd O Sr,10.242382
160,B C Ni Th,10.826948
2932,C Fe Y,8.663254
4192,B Th Zr,7.909799
125,As Ba Co Fe Mn,9.198876
1400,Li Nb O,10.036078
2083,Ba Bi Hg O Pb,9.283143
3802,P Pt Sr,8.989458
552,Gd Mo S Sn,7.694895
599,Y Zn,6.858785
2810,Ga In La,7.6983953
1087,Mg Zn,8.132285
1125,H Th,8.592868
48,Os Ru Th,3.199001
272,Ni V Zr,10.48935
3014,Ce Cu Nd O Sr,8.563729
2312,Pb,5.5558395
1508,As Ca Cr F Fe,9.461243
1250,Bi F La O S Se,10.472525
1854,Pr S,8.268906
439,Ba Ca Cu O Pr Sm,9.578416
4151,Ca Cu O Pr,8.19414
2528,Ir Sn Sr,9.257959
4,Bi F Nd O Pb S,10.315344
1318,Mo Si V,7.5354996
2065,Hf N Nb,6.7705374
1403,H V,9.355981
62,Al Au,8.665421
3728,As Pd Sr,10.13972
2662,La O Rh,9.64807
2723,C K Na,7.1147265
378,H La,9.286463
91,Au Ge Nb,9.999094
1653,Ca Cl Cu O Sm Sr,10.149304
3241,As Ca Fe Ho Pt,10.735562
13,Al Cu O Sr Y,10.552539
103,B Eu Rh Ru,7.7721486
2161,B C Ce Ni,10.08848
1824,Ge La Ru,5.334519
2545,P Rh,6.5593843
