phases,max energy gap,n compositions
Bi O Te,6.3,7
Bi O V,5.5,13
Bi O Yb,5.3,3
Bi Tl,4.5,3
Bi Pb Tl,4.4,1
Bi Pr S,5.0,4
Bi Se Tl,5.0,2
B K O,5.3,5
B Mn,3.3,5
B La W,2.8,1
B Mn Tb,2.9,1
B Tb,3.7,4
B Na O,5.2,9
B Ni Y,3.7,9
B Y,3.9,4
B O Rb,4.8,5
Br Cs Hg,6.6,4
Br Cs La,6.6,3
Br Cs,7.1,2
Cs Pb,4.3,2
Br Cs Zn,5.6,2
Br Dy,6.4,2
Br Dy Na,6.3,1
B Re Tb,3.3,2
Br K La,5.2,1
Br La Rb,5.9,2
B Sc V,4.0,1
B Tb W,3.3,2
Ca Cl H,5.8,2
Ca Er S,4.9,2
Ca Ge Li,5.0,5
Ca Ho S,4.8,1
Ca In S,4.8,4
Ca Li Si,4.3,4
Ca Mo O,5.3,5
Ca O P,5.3,12
Ca O Rh,4.4,4
Ca Pb Sn,3.7,1
C Ce,4.4,2
Cd Ce,3.6,3
Cd Ce Cu,3.8,2
Cd Ga S,4.9,3
Cd Ge Te,5.1,1
Cd Mo O,4.7,1
Ce Cl Cs,6.9,3
Ce Co In,3.4,1
Ce Cu Ge,3.9,4
Ce Pb,4.2,2
Ce Cu Pb,4.3,1
Ce Eu Ge,5.0,2
Ce Fe P,3.1,1
Ce Ga Ru,4.6,4
Ce Ge Ni,4.8,6
Ce Ge Sb,3.6,3
Ce Ge Sn,4.4,3
Ce Ge Ti,5.3,2
Ce In Ni,4.3,4
Ce La Si,4.9,5
Ce La,4.7,1
Ce Mg Y,4.7,8
Ce O Sn,5.0,1
Ce Pt Si,4.6,12
Ce Sb Si,4.6,2
Ce Si Sn,4.7,5
Cl Cs Er,6.6,2
Cl Cs Gd,6.8,4
Cl Gd,7.0,5
Cl Cs Nd,6.3,1
Cl Nd,6.6,1
Cl Cs Pr,6.5,2
Cl Pr,6.5,2
Cl Cs Tb,6.3,3
Cl Tb,6.6,6
Cl Cs Tm,6.7,8
Cl Tm,6.4,3
Cl Cs Y,7.0,7
Cl Y,6.7,1
Cl Er K,6.1,1
Cl Er Na,5.7,1
Cl Er Rb,6.2,3
Cl Gd K,6.5,4
Cl Gd Na,6.3,3
Cl Gd Rb,6.6,4
Cl Ho Na,6.5,2
Cl K Tb,6.5,3
Cl K Tm,5.9,3
Cl K Y,6.6,4
Cl Na Sn,6.7,1
Cl Na Y,6.5,3
Cl Pb Rb,6.7,4
Cl Rb Tb,6.6,3
Cl Rb Tm,6.5,6
Cl Rb Y,7.0,3
Co Cu La,3.6,1
Co Fe S,4.3,3
Co Gd Si,3.6,6
Co Ge Yb,3.7,2
Co P,3.3,2
La P,4.3,3
Co Nd Si,4.2,5
Co Nd Sn,4.2,2
Co O Pr,4.6,3
Co P Y,4.1,2
Co Sm Zr,3.8,1
Co Sn Ti,3.5,2
Co Sn Zr,3.6,2
Cr Cu O,4.4,3
Cr Cu S,1.5,1
Cr Te,5.3,4
Cr Cu Te,5.0,1
Cr La Ni,3.7,1
Cr P Ti,3.8,2
Ru Th,4.2,2
C Th,3.6,2
Cs O Zr,4.8,2
Cu Dy Sn,4.3,3
Cu Gd O,3.8,2
Cu Gd Si,3.6,1
Cu Tb,3.2,1
Cu Ge Tm,3.8,1
Ge Tm,4.1,5
Cu Ge Yb,3.5,1
Cu Ho Sb,3.8,3
Ho Sb,4.2,2
Cu Lu,3.2,1
Cu In Lu,3.5,1
In Lu,3.7,3
Cu In Tm,3.4,2
In Tm,3.4,2
Cu In Zr,3.6,1
Cu La Ni,3.9,2
Cu La O,4.4,6
Cu La Pb,4.6,1
Cu Mo O,5.1,6
Cu Na O,4.8,7
Cu Nd O,5.1,6
Cu O Pr,4.6,4
Cu O Sn,5.4,1
Cu O Y,5.2,4
Pb Sm,4.1,3
Cu P Y,3.0,2
Cu Sb Zr,3.7,1
Cu Sn Zr,4.2,1
Cu S Si,4.3,2
Cu Te Tl,4.5,3
Dy Fe Sn,3.6,2
Dy F,7.2,2
Dy F Hf,5.3,1
Dy Ga Ni,4.4,7
Dy Sb Si,3.6,1
Dy Sc Si,4.2,6
Dy Si Ti,3.3,1
Dy S Sr,4.3,1
Dy S,5.1,8
Dy Zn,3.4,3
Er Fe V,3.3,1
Er F Hf,5.3,1
Er Se,4.2,3
Er Sn Te,4.7,1
Eu F Hf,5.6,1
Eu I,6.8,4
Eu Ni P,3.6,2
Eu Ni,3.3,1
Eu P,4.2,2
Eu O Zr,6.4,5
Gd Sn,4.0,4
Fe Ge Ho,3.3,3
Fe Se,4.4,4
Fe Mn S,4.2,4
Fe Nd Ni,3.7,1
Fe Nd Sn,3.2,1
Fe Ni O,4.0,1
Fe O P,5.1,14
Fe O Y,4.2,4
Fe O Zr,3.9,3
P Pr,4.8,3
Fe P Ti,4.1,3
Fe Y,3.6,1
Fe Sb Sn,4.0,3
Fe Sb Ti,3.3,3
Fe Sn Y,3.5,1
Fe S Ta,3.7,1
S Ta,3.9,6
Fe S Zn,4.6,2
F Gd,6.9,1
F Gd Hf,5.3,1
F Gd Li,5.2,1
F Hf Ho,5.3,1
F Lu,5.2,1
F Hf Lu,5.5,1
F Hf Nd,5.3,1
F Pm,6.7,1
F Pr,6.9,1
F Hf Pr,5.3,1
F Hf Sm,5.6,2
F Hf Tb,5.3,1
F Hf Tm,5.3,1
F Hf Y,5.6,1
F Hf Yb,5.5,1
F K Ni,6.2,2
F La Sr,4.6,2
F Li Zr,6.4,3
F Na Ni,6.1,3
F Na Sm,4.4,1
Ga Hg Se,4.8,2
Ga Ho,4.4,7
Ga Ho Sm,3.2,1
Ga Sm,3.9,5
Ga La Si,4.7,3
Ga Nd,4.3,2
Ga Nd Si,3.3,1
Ga Pd Y,4.5,5
Ga Pr Si,3.7,1
Ga P S,5.2,1
Ga Rh,3.4,2
Ga Rh Y,4.3,4
Rh Y,4.1,2
Ga Se Sr,4.5,1
Ga Sn Te,5.4,1
Gd Ge La,4.3,4
Gd Ge Zn,3.7,4
Gd In,3.9,2
Gd Li Mg,4.4,1
Gd Mg Y,4.5,5
Gd Mn Ni,4.0,3
Gd Mn O,5.0,4
Gd Ni P,4.1,2
Gd P,3.9,1
Gd Sc Si,4.2,4
Gd Sc,4.0,1
Gd Si Zn,3.9,2
Gd S Zn,4.3,1
Ge Lu,4.3,3
Ge In Lu,3.9,2
In Sm,3.6,1
Ge In Sm,3.4,1
Ge In Y,4.4,3
In Y,4.5,5
Ge La Ni,4.9,9
Ge La Tb,4.8,3
Ge Li V,4.5,3
Ge Li Zr,4.2,1
Ge Mn Tb,3.9,4
Ge Ni P,3.5,4
Ge Ni Tm,4.0,8
Ge Rh Sm,4.1,7
Rh Sm,3.9,4
Ge Ru Sm,4.4,3
Ru Sm,3.5,1
Ge Sb Ti,4.1,3
Ga Se Zn,5.1,2
Ge U,3.9,3
Ge Zn Zr,3.8,2
Hf In,3.8,2
Hf In Ni,3.1,1
Hf O Si,3.6,1
Hf O Y,5.7,2
Ho Ni,3.5,3
Ho O,4.7,3
Ho O S,5.0,2
I K Yb,5.6,1
In Lu Si,3.4,1
In Mo O,4.4,4
In Ni Ti,3.6,2
In P S,5.2,5
In P Sb,4.5,1
In Sb Se,1.9,1
In S Yb,5.0,2
I Pb S,6.0,1
I Rb Yb,6.3,3
Ir S,4.3,2
Ir Nb S,3.7,1
I Sb,6.4,1
K O Zr,4.8,6
La Mg Ni,4.7,6
La Ni Si,4.4,11
La Ni Sn,4.4,6
La Sn,5.1,9
La Ni Zn,4.3,9
La Rh,4.5,1
La O Rh,3.5,1
La O Y,6.0,5
La Sc Si,5.1,4
Li Mo O,5.5,9
Li O Si,5.6,5
Li O Zr,4.7,2
Li Pb Zr,3.7,1
Li Pb,4.8,5
Li Sb Se,3.9,1
Li Si V,4.5,2
Lu Mn O,4.8,4
Mg Ni Pr,4.9,6
Mg O P,5.3,7
Mg Pr Y,4.7,7
Mg Y Zn,4.9,4
Mn Nd O,4.3,2
Mn P Ti,3.9,3
Mn S Zn,4.6,5
Mo O Sr,5.2,6
Mo O Zn,4.9,5
Mo Pb Se,5.2,3
Mo P Ti,4.3,4
Mo Si U,3.7,1
Na O Si,5.5,10
Na O Zr,5.5,3
Nb O Te,4.9,2
Nb Rh,3.5,2
Nb Rh S,3.9,1
Nb Si U,3.5,1
Nd Ni P,4.0,6
Nd O Se,5.1,3
Nd O Zr,4.4,3
Nd Pd,3.7,3
Nd Sn Zn,4.3,4
Ni O Sr,4.4,3
Ni Pb Sm,4.0,3
Ni P Pr,3.8,6
Pr Sb,4.8,6
Ni Pr Sb,4.6,4
Ni P Sm,3.7,5
Ni Sb Sn,3.5,3
Ni Sb Zn,3.3,2
Ni Se Sn,3.4,1
Ni Te,4.6,1
Ni Sn Te,4.7,2
O Pb Sb,5.4,4
O Rb,6.2,8
O Rb Zr,4.3,1
O Ru Sn,4.7,1
O Ru,4.5,4
O Ru Ti,4.0,2
O Sc Ti,5.0,2
O Se Sm,5.1,3
O Se Te,5.5,2
O Sm Zr,3.7,2
O Sr Y,5.2,2
O Sr Zr,5.5,4
O U Zr,4.4,3
Pb Sb Te,6.3,3
Pr Sc Si,5.4,3
P Zn,4.2,3
P S,5.6,14
P Sn,4.6,6
P S Sn,5.1,2
P Ti V,4.2,1
P V,4.2,5
Rh Si,2.8,2
Rh Si Sm,3.9,3
Ru Si Sm,3.1,1
Sb Se Tl,5.6,3
Sb Tl,4.3,3
Sb Si Ti,3.8,2
Sb Sm,4.9,4
Sb Sm Zr,4.4,2
Sb Tm,4.0,4
Se Sn Te,5.4,3
Se Tl Zr,4.4,1
Si Sn Ti,3.9,1
S Sb Yb,4.6,3
S Sr Tb,4.7,2
S Tl Zr,4.9,1
Ag As S,4.7,4
Ag Au S,4.4,4
Ag Bi I,6.5,1
Ag Br Cu,5.2,1
Br Cu,5.8,3
Ag Cd I,5.2,1
Ag I,5.5,6
Cl Cu,5.2,3
Ag Ga Gd,4.2,5
Ag Ga Te,5.8,3
Ag Ge Se,3.7,1
Ag I S,4.2,1
Ag I Sn,5.1,1
I Sn,3.2,1
Ag Sb Te,5.9,4
Ag S Sn,5.4,5
Ag S Tl,4.1,2
S Tl,5.3,4
Au Ti,3.3,1
Al Ba,4.1,4
Al Ba Cu,4.0,3
Al Ba Ga,4.6,4
Be Ni,4.6,2
Al B Ho,3.0,1
Al Ca O,5.1,8
Al Ca Si,4.0,3
Al Ca Zn,4.1,2
Al Ce Ga,4.1,4
Al Ce Ni,4.5,9
C La,4.5,1
Al Cl,6.2,1
Al Cl Mg,6.0,1
Al C O,4.5,4
Al Cu Ni,2.7,1
Al Dy O,4.5,2
Er O,4.5,1
Al Er O,4.3,1
Al Eu O,4.8,5
Al Fe S,4.4,2
Al Fe Zr,3.4,4
Al F,6.1,3
Al F K,6.6,6
Al F Pb,6.6,3
F Pb,6.2,3
Al Ga La,3.8,1
Al Ga Sr,4.2,4
Al Gd O,4.6,3
Al Ho O,5.0,4
Li O,4.6,2
Al Li O,5.8,4
Al Lu O,4.3,1
Al Mg Mo,2.9,1
Al Mg Nd,3.8,1
Al Mg Pr,4.5,2
Al Mg Ti,3.7,1
Al Mg V,3.2,1
Al Mn Nd,3.9,2
Al Nb Zr,3.3,2
Al Nd O,4.5,2
O Sm,5.2,4
Al O Sm,4.9,2
Al O Tb,4.6,2
Al O Tm,4.2,3
Al O Yb,3.9,1
Al O Zr,4.6,4
Al Pd Rh,2.7,2
Al Sc Y,4.1,2
As Br Cd,5.0,2
As Ca O,5.0,2
Cr Ga,3.3,2
As Cr,4.0,3
Er Ga,4.2,5
As Er,3.9,1
As Gd,4.7,1
As Ho Ni,4.1,3
As Ho,4.7,2
As Rh,3.1,1
In Rh,3.2,1
As Ti,4.3,6
As V,3.7,3
As Ni Sm,3.3,3
As S Sb,5.2,3
As S,5.4,10
As S Tl,5.2,4
Au Cu Sn,3.6,4
Au Hg Mg,4.2,2
Hg Mg,4.7,4
Au Te,6.3,4
Au Se Te,6.2,1
Ba Bi O,5.4,6
Ca Cl,6.2,5
Ba Ca F,4.2,1
Ba Cl Sr,6.4,2
Ba Fe O,4.9,13
Ba O Re,4.6,3
O Re,4.9,7
Ba O Si,5.7,11
Ba O Te,5.7,8
Ba O Tl,5.4,3
Ba O U,4.9,7
Ba O Y,4.9,3
B Cs O,5.0,7
B Cu O,4.3,2
Be Cl Cs,6.9,1
Be F,6.1,2
F Zn,5.8,1
Bi Ca O,3.5,1
Bi Cd O,5.5,4
Bi Cs I,6.3,2
Cu I,5.1,1
Bi Cu S,5.3,7
Bi F K,6.5,4
F Sb,6.0,3
Bi Ge O,5.6,4
Bi Ho Ni,4.0,1
Bi In Sb,4.4,1
Bi I Rb,5.4,1
Bi I Te,6.4,2
Li S,5.3,4
Bi Li S,4.4,1
Nd Te,5.3,6
Bi Ni Y,3.9,2
Bi O Sm,4.6,2
Bi O Sr,4.6,8
Bi O Zr,5.6,2
B Li O,5.0,8
B Ni Yb,3.1,5
N Nb,3.4,3
B N Nd,3.5,1
N Nd,4.2,1
B N Pr,4.2,2
N Pr,4.4,3
B Sm,3.5,3
N Sm,4.6,1
B U,4.0,3
B N U,4.8,2
B N Zr,3.8,2
B O Sr,4.7,4
Br Cl Cs,5.0,1
Br Mn,5.2,2
Br Cs Rb,7.1,2
Br I In,6.2,1
Br I K,5.5,1
Br Nd,6.0,1
Br Ho Na,6.4,1
Br Pb Tl,5.5,1
B Si Y,4.1,3
Ca Cl Cs,7.3,3
Ca Cl O,5.8,2
Ca Cl P,5.2,2
Cl Pu,6.8,1
Cr O,5.0,7
Ca Fe O,5.0,12
F Mn,6.0,3
Ca Mn O,4.1,7
Ca Mo S,4.8,2
Mo S,4.3,5
Ca O,4.4,1
Ca O Zr,4.3,4
C Ca,4.5,4
C Ce U,4.4,2
Cd Cl Cs,6.4,4
Cd F Ho,5.6,1
Ga S,4.8,2
Cd I P,4.9,3
Cd P,4.2,3
Cd Li,4.8,3
Cd O Te,5.7,3
Cd P S,5.2,3
Cd P Se,5.5,2
Ce Cu In,3.8,5
Ce Cu Ni,3.7,2
Ce Cu O,3.3,1
Ce Cu Zn,3.7,4
Ga Zr,4.1,6
Ce Ga Zr,3.9,2
Ce Mg Ni,4.6,3
Ce O Si,5.1,5
Cl Co Li,3.9,1
Cl Cs Hg,6.4,6
Cl Cs La,6.3,3
Cl Cs Pd,6.3,4
Cl Cs Rb,3.8,1
Cl Cu Rb,6.0,5
Cl Fe Li,6.4,3
Cl Ir K,4.8,1
Cl K La,5.2,2
Cl K Ni,4.0,1
Cl K Rb,7.3,1
Cl K Rh,6.6,1
Cl La Na,3.4,1
Cl La Rb,6.7,3
Cl Ru,5.9,3
Cl Zn,6.1,3
Cl Pd Rb,5.9,2
Cl Pd Tl,4.6,1
Cl Ti,6.2,6
C N Ti,4.0,2
Co F Ni,6.2,1
Co Gd O,3.2,1
Co Ge Tm,4.2,6
I Pr,7.0,4
Co La O,4.4,7
Co Mn O,3.9,2
Co Nb O,4.8,2
Co Ni P,3.8,2
Co O Sm,4.0,1
Co O Ta,4.4,1
Co Pr Sb,4.6,3
C O Sc,4.7,1
C O U,4.8,1
Cr Cs O,5.2,5
Cr Mn O,4.7,4
Cr O Rb,4.7,9
Cr O Sr,5.1,14
Cr Si Ti,4.0,5
Cs I Sb,6.1,2
Cs I Sc,6.6,2
I Sc,6.1,2
Cs I Sm,6.5,2
Cu Dy In,2.9,2
Dy In,3.7,3
Cu Eu In,3.4,2
Eu In,4.6,4
Cu Er In,3.7,2
Er In,3.3,1
Cu Fe Se,4.4,2
Cu F,5.7,2
Cu F Na,6.1,4
Cu Gd In,2.6,1
Gd Se,5.6,6
Cu Hg I,5.4,3
Cu Ho In,3.0,1
Ho In,3.7,2
Cu Ho P,3.4,1
Ho P,3.6,1
Cu In La,4.3,4
In La,5.0,4
Cu In Nd,2.6,1
Cu In Pr,4.0,4
In Pr,4.6,4
Cu In S,4.4,1
Cu In Sm,4.0,3
Cu In Tb,3.9,2
In Tb,3.9,3
Cu In Y,4.0,2
Cu In Yb,2.8,2
In Yb,4.2,3
La Sb,4.2,4
Cu O Sm,4.1,2
Cu O Ti,3.5,2
Cu O V,4.8,10
Cu Sb Te,3.6,1
Cu Si Tb,3.9,4
Cu S Sb,4.5,6
Cu S Tl,4.0,2
Dy Hf O,5.0,3
Dy O Ti,4.8,2
Dy O V,5.1,5
Dy O Y,4.4,1
Er Sb,4.2,5
Er Fe Sb,2.8,1
Er Hf O,4.9,2
Er O Y,5.0,1
Er O Zr,4.8,4
Fe Gd O,4.8,3
Fe Ge O,5.4,8
Fe Li O,4.8,8
Fe Li S,3.9,1
Fe Mo O,4.3,3
Fe Nb O,4.8,5
Fe Ni S,4.4,1
Fe O Pb,3.5,1
Fe O Si,5.3,13
Fe O Ta,4.3,2
Fe O Ti,4.4,5
Fe Pr Sb,4.5,3
Fe P V,3.2,1
Fe P Zr,3.4,2
F Ho Pb,5.7,2
F Li Th,5.6,2
F Mg Mn,5.9,1
F Mn Sr,6.8,2
Ga Gd O,5.3,3
Ga Mn Se,4.1,2
Ga O Sm,5.3,4
Gd Ge Si,4.3,8
Gd Hf O,2.4,1
Gd O Ta,4.5,7
Gd O V,5.0,4
Ge In P,4.5,1
Ge I,5.9,2
Ge Na O,5.3,4
Ge Ni O,5.1,1
Hf Ho O,4.9,2
Hf Lu O,4.9,3
Hf Nd O,5.0,1
Hf O Pr,3.3,1
Hf O Sm,5.1,2
Hf O Sr,5.1,6
Hf O Ti,4.5,3
Hf O Tm,4.9,3
Hf O Yb,4.9,4
H Li O,4.6,1
Ho O Ti,4.8,1
I Na Sm,5.5,1
Li Sb,4.5,2
In O S,5.3,2
In O Sn,5.2,3
In O Y,4.8,3
In Sb Zn,4.3,1
I Pb Tl,5.9,1
I Rb Sb,6.3,1
I S Tl,5.6,2
K Mo O,5.3,13
K O V,5.5,12
La O P,5.1,3
La O Ru,4.2,6
Li Mn O,4.6,9
Li Nb O,5.6,9
Li O S,4.7,3
Li O V,5.0,16
Lu O Ti,4.7,3
Mg Mo O,5.6,1
Mg Ni Y,4.7,3
Mg O,4.8,1
Mg O Ti,4.6,4
Mg O Y,5.5,1
Mg O Zr,3.3,2
Mo Na O,5.4,6
Mo Ni O,5.0,2
Mo O Pr,5.3,14
Mo O S,5.3,3
Mo O Sc,4.6,2
Mo O Tl,4.9,3
Mo O U,5.3,7
Na Ni O,4.4,5
Na O V,5.0,18
Na O W,4.8,9
Nb O Ti,4.6,5
Nb O Zr,4.6,1
Nd O P,5.1,6
Nd O Ti,5.2,10
Nd O Y,5.2,2
Ni O Ta,4.1,2
Ni O Ti,4.1,4
Ni P Sn,4.5,4
N Si V,3.3,1
O Pb Te,5.9,6
O Pb Ti,4.0,1
O Pb V,5.2,11
O Pr V,4.5,4
O P Si,5.2,2
O P Ti,5.3,8
O Pu U,3.2,1
O P Zr,5.2,6
O Ru W,3.7,1
O Sc W,4.9,2
O Se V,4.9,3
O Si Sr,5.7,8
O Sr,4.0,1
O Si Y,5.0,7
O Sm Ti,5.3,4
O Sn Ta,4.5,2
O Sn Te,5.7,2
O Ta V,4.8,4
O Tb V,4.6,3
O Te V,5.2,3
O Th V,5.2,3
O Ti Zr,4.4,5
Pd Sn U,4.2,3
S Sn Tl,5.4,4
Ga S Sm,3.9,1
Ag Al Mg,5.1,5
Ag Al Ti,2.8,1
Ag Br I,5.7,2
Ag Ge Sc,4.7,1
Ge Sc,4.8,3
Al Ba F,6.4,3
Al Br Tl,6.2,1
Al Ca Co,3.9,2
Al Ca Ni,4.4,2
Al O,5.3,7
Al Cr Si,3.8,7
Al Cr Sm,3.4,2
Al Cr Tb,3.3,2
Al Cu Mn,3.1,2
Al Cu Ti,2.9,1
Al Eu Fe,3.1,1
Al Fe Nd,3.0,1
Al Gd Zr,3.0,1
Al Mg Mn,2.8,1
As Mg O,4.5,1
Al Mo Si,3.9,3
Al Sm V,3.4,1
Al Tb V,3.3,2
As Br Ca,4.8,2
Br Ca,6.5,1
As Cd I,5.0,2
As Cs O,5.4,3
As Cu O,5.0,6
Dy Se,5.6,7
Ge S,5.2,5
As Li O,5.1,5
As Na O,5.0,6
Ba Cl Gd,6.0,1
Ba Cl K,7.1,1
Ba F In,6.4,2
Br F,6.2,1
B Ce Y,2.9,1
B Cr P,3.3,1
B C Y,4.6,7
Bi Cu O,5.2,1
Bi F,5.6,1
Bi F Pb,6.5,1
Bi Ir O,5.3,1
Ir O,4.1,2
B Mg O,4.7,2
Bi O Si,5.6,3
La Y,4.6,3
Br Cd P,5.0,3
Br Cl Nb,5.7,1
Br Cl Pb,5.9,1
Cl Ta,6.5,2
Br Cs Ga,5.9,1
Br Cs Mn,5.9,1
Br Ga Rb,6.4,1
Br Ga Te,6.0,3
Br Hg S,4.5,1
Br Hg Se,4.6,1
Br Hg Te,6.1,3
Br Hg Tl,5.5,3
Br In S,1.2,1
Br In Te,6.1,1
I Pb,6.3,3
Br Sn,6.4,2
Br Mn Rb,7.2,7
Ca Co F,6.6,1
Ca Ga O,4.9,4
Ca N Si,4.8,5
O P,5.5,7
Ca S Y,4.2,2
Cd O Se,5.1,4
Cd Sb Se,5.2,1
Ce Cr Fe,3.9,1
Ce Ge In,4.5,4
Ce Ge La,4.6,4
Ce Ge Lu,4.4,1
Ce In Si,4.2,2
Ce I,4.9,1
Ce Si Sm,3.5,2
C Gd Ni,3.3,2
Cl Cr Na,5.6,2
Cl Cs Dy,6.9,3
Cl Dy,6.3,5
Cl Cs Eu,6.2,5
Cl Cs Fe,5.8,3
Cl Cs Ir,5.9,1
Cl Dy K,6.2,2
Cl Dy Rb,6.6,3
Cl Eu K,6.9,7
Cl Eu Na,6.0,3
Cl Eu Rb,6.8,5
Cl Fe,5.6,1
Cl Fe Na,6.5,3
Cl Ga Te,5.6,2
Cl Hg Te,5.7,1
Cl In Sn,5.7,3
Cl In Te,5.5,1
Cl K Pr,6.5,3
Cl Mn Na,5.6,2
Cl Na O,5.9,6
Cl Nd Sr,5.2,2
Cl O W,5.5,3
Cl Pr Rb,6.8,5
Co Er V,3.2,1
Co Eu Sb,2.9,1
Co F Mg,6.4,1
Co Ge Hf,3.3,1
Co O V,4.3,5
Co Si Ti,4.0,7
Cr I,6.0,1
Cr Cs I,5.9,2
Cr F Pb,6.1,2
Cr I Tl,4.5,1
Cr Mg O,5.4,5
Cr Mo S,4.1,2
Cr Ni W,3.3,1
Cr Si Y,3.7,1
Cs Cu I,6.6,2
Cs Fe I,6.0,2
Cs F Lu,6.6,1
Cs F U,6.7,3
Cs I Mn,6.2,3
I Mn,5.2,1
I Y,6.1,1
Cu Ge Sc,3.7,2
Cu La Mg,4.6,7
Cu Li O,4.9,4
Cu Mn Sm,3.2,3
Cu Nb O,4.7,4
Cu Nd Sb,3.9,2
Cu Ni Ti,3.0,1
Cu Ni Y,4.5,5
Cu O S,4.7,2
P Tb,4.1,1
D0+ F O,4.5,2
Dy Ge Ni,3.8,5
Dy Ge,4.4,9
Dy Ge Sc,4.1,4
Er Ni Sb,4.1,3
Er Sc Si,4.3,5
Eu Pt,3.7,2
Fe Mg O,4.0,4
Fe O S,5.4,6
Fe Si Ti,3.7,2
F Fe,7.0,4
F In Li,6.3,2
F K Ta,6.1,2
F K U,6.3,4
F Li Ni,6.4,2
F Li Sc,6.6,2
F Li U,6.3,1
F Na U,6.5,5
F O Sn,6.2,3
F Rb U,6.3,5
F H N,6.3,6
F Ho Li,5.8,1
F Ho Na,5.9,1
F Zn Zr,5.7,1
Ga I Te,5.5,1
Ga Sb Se,4.9,1
Ge Ni Tb,3.9,4
Ge Ni Y,3.6,6
Ge O P,5.2,2
Ge O Ti,5.3,3
Ge O V,4.0,1
Ge O W,4.4,2
Ge Sc Y,4.0,2
Hf O P,4.9,2
Hg I Se,5.3,1
Hg I Te,5.4,2
Hg O Se,5.1,11
Hg O V,5.3,4
Hg O,4.7,5
H K,4.5,1
H K O,5.3,3
H Na O,5.5,8
D0+ O S,5.2,2
H O S,5.4,9
I In Sn,5.9,1
I In Te,5.5,1
I Mn Rb,5.9,2
I Mn Tl,5.6,1
In Si Y,3.6,1
Li Mg Sn,3.8,1
Li O Ru,5.5,8
Li O Te,5.8,4
Mg Ni Ti,4.4,1
Mn Mo O,4.3,3
Mn O Se,4.8,4
Mn Se,4.1,5
Mn O Te,5.8,6
Mo Nb Ni,3.1,1
Mo Ni V,3.8,1
Nb Ni V,3.8,1
Nd S Zn,4.3,1
Ni O V,4.5,4
Ni P Ti,3.5,1
Ni P Zr,4.1,9
Ni Si Y,4.4,8
Ni Sm Y,3.9,3
N Na O,5.0,7
O Pb Ru,4.4,2
O Sc Si,5.3,3
O Ta W,4.4,5
O Te Zn,5.6,3
O Ti Tm,3.8,2
O Tl W,4.1,2
P Si Zr,4.2,2
Pb S Sb,5.4,10
P S Se,5.3,2
Ag Al Cu,3.3,1
Ag Al Zn,3.3,2
Ag Au Sn,3.1,1
Ag Br Cs,5.8,3
Br Pr,6.7,3
Ag Br Rb,5.3,1
Ag Cu Se,3.9,2
Ag I Pb,5.7,1
Ag I Rb,5.2,1
Ag Te Tl,4.7,2
Al B O,5.1,5
Al Ca F,6.1,2
Al Cl Y,5.5,1
Al F Na,6.2,5
Al Mo Ni,3.4,1
Al Ni Ta,3.1,1
Al O Si,5.5,4
Al Se,4.9,1
Al Se Tl,4.7,2
Al Si W,3.3,1
As Co O,4.9,8
As Eu,4.6,7
Ga Ir,2.8,1
As Ni O,5.0,6
As O Zn,5.2,7
P Si,4.8,5
Ge Te,5.9,2
Ba F La,4.1,1
Ba F Sn,5.9,1
Ba O Sc,4.8,2
Be Cr,4.6,2
Be Cs F,6.5,4
Be F Rb,6.6,2
Bi Cr Se,4.3,2
Bi Ga Sb,4.3,1
Bi O Y,5.2,5
Bi Se Zn,3.7,1
Bi S Te,5.5,3
B Mo W,3.3,2
B Nb Ti,3.4,2
Cl I,6.1,2
Br I,6.2,3
Br Cl Na,4.3,1
Br H,5.5,2
H I,4.8,2
Br H O,5.9,3
Br In Sn,5.9,3
Br K Tb,6.8,1
Br Tb,6.6,3
N O,5.5,12
B Si W,3.7,1
Ca Cu,4.2,4
Ca Hf O,4.9,5
C Ca N,4.8,2
Cd Cs I,6.2,4
Ce Na O,5.9,4
C Fe Si,3.5,1
C Gd N,4.3,1
C Hf Ta,2.5,1
Cl Cs Hf,6.1,1
Cl Cs Zr,6.3,1
Cl F Pb,6.1,2
Cl H O,5.9,9
Cl D0+ O,3.4,1
Cl K Na,3.7,1
Cl K Sr,7.1,2
Li P,4.2,3
Cl Mg Na,6.2,3
Cl O Pb,5.8,4
Cl Si,6.2,4
C Mo W,4.1,2
C Na O,4.8,5
C Ni W,3.4,1
C N Nb,3.5,1
Co Fe Si,3.5,3
Co Fe Th,4.0,1
Cr Eu O,3.4,1
Cr Fe O,4.8,4
Cr Fe Si,3.9,4
Cr Sb Te,3.8,1
Cs F Zr,5.7,1
Cs H O,5.5,7
Cs I O,5.9,5
Cs O W,5.1,3
Cu Fe O,4.1,3
Cu Ge Te,5.2,3
Hf Sb,4.2,5
Cu Mg O,4.2,1
Cu Sn Zn,3.3,1
Cu Te Zn,4.7,3
Dy Fe Ti,3.4,1
Dy F Na,4.3,1
Dy O Pr,5.1,2
Dy O,3.4,1
Dy O Sr,4.0,1
Er F Na,6.1,1
Er O V,4.8,3
Fe Ge La,5.0,3
Fe Ge Yb,3.3,2
Fe Lu O,4.1,3
Fe Nb Si,4.3,1
Fe O V,4.7,8
F Gd Y,6.1,1
F H O,5.5,1
Br F Pb,6.1,2
F I Pb,6.2,3
F K Nd,6.1,1
F K Pb,5.6,2
F K Zr,6.2,5
